period,gcm_rcp,Date,Precipitation,TempMin,TempMean,TempMax,Radiation,Windspeed,RH,RefET,Gridcell
0,0_0,1980-01-01,2.4,-1.23,3.37,7.97,6100.0,1.874988,58.2,1.53126944224,C0108R72
0,0_0,1980-01-02,12.2,-1.33,2.97,7.27,5400.0,2.766186,57.15,1.49551618333,C0108R72
0,0_0,1980-01-03,0.0,-1.83,2.87,7.57,6200.0,1.874988,45.1,1.52535505961,C0108R72
0,0_0,1980-01-04,0.0,-1.83,0.97,3.77,4100.0,0.972216,76.8,0.845358730934,C0108R72
0,0_0,1980-01-05,13.3,0.37,1.97,3.57,2700.0,1.192122,89.75,0.597713406832,C0108R72
0,0_0,1980-01-06,0.0,-0.63,3.22,7.07,5800.0,1.04166,78.95,1.27851360778,C0108R72
0,0_0,1980-01-07,0.0,-1.33,2.32,5.97,5400.0,0.972216,79.7,1.14996049617,C0108R72
0,0_0,1980-01-08,0.8,-2.13,1.47,5.07,6200.0,0.902772,79.8,1.21873431363,C0108R72
0,0_0,1980-01-09,0.0,-0.93,1.27,3.47,3600.0,1.493046,84.0,0.786621828126,C0108R72
0,0_0,1980-01-10,0.0,0.27,3.17,6.07,5800.0,2.395818,75.25,1.31453597651,C0108R72
0,0_0,1980-01-11,0.0,-1.83,1.17,4.17,4900.0,3.58794,70.5,1.19067939446,C0108R72
0,0_0,1980-01-12,0.1,-2.53,-0.03,2.47,4100.0,3.969882,69.8,0.980920674591,C0108R72
0,0_0,1980-01-13,0.0,-1.73,2.07,5.87,5600.0,3.888864,72.25,1.47941441181,C0108R72
0,0_0,1980-01-14,5.8,-3.03,0.12,3.27,4900.0,4.039326,81.6,1.18225068504,C0108R72
0,0_0,1980-01-15,22.0,0.07,2.37,4.67,2700.0,4.710618,86.0,0.952545615182,C0108R72
0,0_0,1980-01-16,0.3,2.97,5.32,7.67,4700.0,1.342584,84.25,1.09919578183,C0108R72
0,0_0,1980-01-17,1.9,3.37,5.62,7.87,4700.0,2.766186,81.35,1.20869411961,C0108R72
0,0_0,1980-01-18,0.4,2.67,4.77,6.87,4300.0,3.888864,77.3,1.14660828587,C0108R72
0,0_0,1980-01-19,0.0,3.17,6.07,8.97,6000.0,2.916648,75.6,1.54450878066,C0108R72
0,0_0,1980-01-20,1.0,3.67,6.72,9.77,5100.0,0.671292,77.65,1.19456919012,C0108R72
0,0_0,1980-01-21,7.2,2.67,5.37,8.07,4900.0,0.451386,84.35,1.0546238818,C0108R72
0,0_0,1980-01-22,40.8,2.67,4.72,6.77,3400.0,1.342584,87.55,0.837115016074,C0108R72
0,0_0,1980-01-23,1.0,4.77,7.32,9.87,6300.0,2.696742,85.25,1.57975389133,C0108R72
0,0_0,1980-01-24,0.4,5.67,8.22,10.77,5400.0,0.972216,85.35,1.31925287638,C0108R72
0,0_0,1980-01-25,0.0,5.57,8.82,12.07,7500.0,1.423602,82.2,1.86709424894,C0108R72
0,0_0,1980-01-26,0.0,2.77,5.12,7.47,4100.0,1.342584,86.05,0.994589378691,C0108R72
0,0_0,1980-01-27,0.0,0.07,5.52,10.97,8400.0,1.27314,70.65,2.0035922235,C0108R72
0,0_0,1980-01-28,0.8,-0.13,4.82,9.77,8300.0,0.601848,75.0,1.77082987167,C0108R72
0,0_0,1980-01-29,0.8,3.07,5.37,7.67,3900.0,0.52083,86.3,0.862291704797,C0108R72
0,0_0,1980-01-30,2.2,3.77,6.07,8.37,4600.0,0.370368,86.35,0.994497063311,C0108R72
0,0_0,1980-01-31,31.8,4.97,6.82,8.67,4300.0,3.368034,88.75,1.16052995191,C0108R72
0,0_0,1980-02-01,0.0,3.57,8.02,12.47,7800.0,2.395818,77.25,2.16277125424,C0108R72
0,0_0,1980-02-02,1.2,2.27,6.67,11.07,7900.0,1.944432,77.25,2.00604104353,C0108R72
0,0_0,1980-02-03,0.0,3.27,8.17,13.07,9500.0,1.574064,75.65,2.39248991368,C0108R72
0,0_0,1980-02-04,0.0,4.57,9.57,14.57,7200.0,2.3148,75.5,2.25973254274,C0108R72
0,0_0,1980-02-05,0.0,5.97,9.07,12.17,6100.0,1.493046,82.9,1.61740248177,C0108R72
0,0_0,1980-02-06,0.0,3.57,7.17,10.77,6900.0,1.27314,80.5,1.68229231584,C0108R72
0,0_0,1980-02-07,0.0,4.57,8.07,11.57,8000.0,1.423602,81.05,1.93931032658,C0108R72
0,0_0,1980-02-08,0.0,2.57,6.62,10.67,8700.0,0.451386,78.6,1.88859309806,C0108R72
0,0_0,1980-02-09,0.0,2.97,6.52,10.07,8100.0,0.601848,80.65,1.76707167602,C0108R72
0,0_0,1980-02-10,0.0,2.37,6.62,10.87,7800.0,0.671292,77.85,1.76490731715,C0108R72
0,0_0,1980-02-11,0.0,5.27,8.67,12.07,7800.0,0.902772,76.9,1.86343423356,C0108R72
0,0_0,1980-02-12,0.0,3.27,7.67,12.07,9200.0,1.192122,70.3,2.188897346,C0108R72
0,0_0,1980-02-13,17.2,-0.03,4.17,8.37,8700.0,0.451386,77.7,1.74632044284,C0108R72
0,0_0,1980-02-14,0.2,2.47,5.92,9.37,8000.0,1.643508,78.95,1.81498173753,C0108R72
0,0_0,1980-02-15,0.0,0.57,4.62,8.67,8200.0,0.451386,78.35,1.67758727285,C0108R72
0,0_0,1980-02-16,0.1,2.87,5.22,7.57,4600.0,0.75231,86.05,1.01623389234,C0108R72
0,0_0,1980-02-17,0.0,2.97,7.72,12.47,10300.0,1.724526,76.15,2.49608711751,C0108R72
0,0_0,1980-02-18,0.0,2.27,6.92,11.57,9700.0,1.342584,76.4,2.26622605572,C0108R72
0,0_0,1980-02-19,0.0,0.57,4.42,8.27,9900.0,2.916648,75.35,2.10914332348,C0108R72
0,0_0,1980-02-20,0.0,-0.43,4.07,8.57,10700.0,3.136554,67.45,2.29585402082,C0108R72
0,0_0,1980-02-21,0.0,0.17,4.67,9.17,9700.0,3.06711,65.8,2.22366163871,C0108R72
0,0_0,1980-02-22,0.0,2.37,6.02,9.67,8900.0,1.874988,64.9,2.00770290352,C0108R72
0,0_0,1980-02-23,0.0,0.77,6.42,12.07,11500.0,1.79397,68.9,2.6883025404,C0108R72
0,0_0,1980-02-24,0.0,2.17,7.92,13.67,12700.0,2.696742,60.25,3.15574606283,C0108R72
0,0_0,1980-02-25,0.0,1.07,6.97,12.87,13200.0,2.013876,59.25,3.07206632959,C0108R72
0,0_0,1980-02-26,0.0,0.37,7.42,14.47,13200.0,1.192122,65.0,3.10974907661,C0108R72
0,0_0,1980-02-27,0.0,0.17,7.27,14.37,13600.0,1.423602,66.5,3.21357826235,C0108R72
0,0_0,1980-02-28,0.0,-0.23,6.72,13.67,13500.0,1.04166,68.45,3.05322648665,C0108R72
0,0_0,1980-02-29,0.0,0.37,5.82,11.27,12000.0,0.902772,73.45,2.57889483103,C0108R72
0,0_0,1980-03-01,0.0,2.17,6.97,11.77,11200.0,1.342584,75.85,2.5432774317,C0108R72
0,0_0,1980-03-02,0.1,3.67,7.32,10.97,8400.0,1.724526,80.3,2.00828943267,C0108R72
0,0_0,1980-03-03,0.0,5.67,10.47,15.27,11300.0,2.3148,76.35,3.00342511086,C0108R72
0,0_0,1980-03-04,0.0,3.67,8.27,12.87,13000.0,1.874988,76.0,2.99817975823,C0108R72
0,0_0,1980-03-05,0.0,4.67,8.32,11.97,11200.0,2.766186,65.3,2.60656771325,C0108R72
0,0_0,1980-03-06,0.0,5.37,8.62,11.87,10300.0,1.342584,69.2,2.35590679739,C0108R72
0,0_0,1980-03-07,0.0,3.07,6.27,9.47,8500.0,0.75231,82.15,1.82224691592,C0108R72
0,0_0,1980-03-08,2.6,2.27,6.77,11.27,10400.0,1.79397,76.9,2.40731648495,C0108R72
0,0_0,1980-03-09,0.0,3.87,9.22,14.57,13300.0,0.671292,62.25,3.09370029417,C0108R72
0,0_0,1980-03-10,0.0,2.47,9.07,15.67,15900.0,1.874988,56.7,3.84351582941,C0108R72
0,0_0,1980-03-11,3.8,2.47,7.52,12.57,12100.0,1.874988,75.05,2.83120332328,C0108R72
0,0_0,1980-03-12,0.0,3.17,8.52,13.87,16000.0,2.615724,64.7,3.66572524106,C0108R72
0,0_0,1980-03-13,37.6,2.87,6.22,9.57,10200.0,3.437478,81.45,2.23140170305,C0108R72
0,0_0,1980-03-14,4.8,3.37,5.92,8.47,8200.0,2.3148,85.1,1.75381089079,C0108R72
0,0_0,1980-03-15,2.6,3.77,7.22,10.67,13500.0,2.395818,76.45,2.80654821821,C0108R72
0,0_0,1980-03-16,0.1,5.27,8.02,10.77,10100.0,1.79397,69.7,2.2247692475,C0108R72
0,0_0,1980-03-17,0.0,4.17,9.02,13.87,15400.0,1.79397,69.25,3.5220140673,C0108R72
0,0_0,1980-03-18,0.0,2.57,8.22,13.87,16200.0,1.423602,73.2,3.6412870359,C0108R72
0,0_0,1980-03-19,14.1,3.47,7.77,12.07,11200.0,1.574064,77.8,2.58319080324,C0108R72
0,0_0,1980-03-20,34.6,5.67,8.32,10.97,10600.0,3.738402,84.9,2.31862128628,C0108R72
0,0_0,1980-03-21,11.0,4.87,8.97,13.07,15400.0,2.013876,78.1,3.41412376853,C0108R72
0,0_0,1980-03-22,26.2,3.37,6.52,9.67,10000.0,3.668958,82.4,2.19463408354,C0108R72
0,0_0,1980-03-23,2.0,5.97,8.22,10.47,9100.0,1.79397,86.8,1.99621496492,C0108R72
0,0_0,1980-03-24,0.0,5.17,8.72,12.27,12500.0,0.902772,80.9,2.78945249314,C0108R72
0,0_0,1980-03-25,10.2,4.47,8.37,12.27,13200.0,1.79397,79.45,2.94373339465,C0108R72
0,0_0,1980-03-26,0.8,5.77,9.52,13.27,15100.0,0.972216,80.2,3.39000213236,C0108R72
0,0_0,1980-03-27,6.4,6.87,8.82,10.77,8300.0,0.75231,88.4,1.8459753044,C0108R72
0,0_0,1980-03-28,0.4,7.67,11.17,14.67,14200.0,0.671292,81.4,3.34914768546,C0108R72
0,0_0,1980-03-29,16.6,8.47,10.47,12.47,7800.0,0.601848,88.3,1.8316751797,C0108R72
0,0_0,1980-03-30,0.0,7.57,12.77,17.97,17300.0,1.874988,70.25,4.39223202761,C0108R72
0,0_0,1980-03-31,0.0,5.87,11.62,17.37,19300.0,0.902772,73.35,4.65232870412,C0108R72
0,0_0,1980-04-01,0.1,6.37,11.02,15.67,12500.0,0.972216,76.95,3.08668265619,C0108R72
0,0_0,1980-04-02,1.0,7.67,12.02,16.37,13700.0,0.972216,78.15,3.40237331378,C0108R72
0,0_0,1980-04-03,0.0,6.17,11.02,15.87,18200.0,2.986092,44.45,4.28252856843,C0108R72
0,0_0,1980-04-04,0.0,3.87,9.32,14.77,19100.0,1.574064,50.0,4.28870050706,C0108R72
0,0_0,1980-04-05,0.0,3.97,9.42,14.87,17700.0,2.395818,56.5,4.07103216125,C0108R72
0,0_0,1980-04-06,0.0,3.07,8.17,13.27,19200.0,2.615724,64.85,4.07059574521,C0108R72
0,0_0,1980-04-07,0.0,3.67,9.32,14.97,19000.0,1.874988,62.05,4.29697162873,C0108R72
0,0_0,1980-04-08,0.0,4.77,10.12,15.47,19500.0,2.3148,68.7,4.45854194331,C0108R72
0,0_0,1980-04-09,0.1,3.77,8.72,13.67,17600.0,3.136554,67.5,3.87385596754,C0108R72
0,0_0,1980-04-10,0.0,3.17,9.17,15.17,20500.0,2.013876,53.1,4.58071018138,C0108R72
0,0_0,1980-04-11,0.0,2.37,8.77,15.17,20500.0,1.944432,66.2,4.56981469785,C0108R72
0,0_0,1980-04-12,0.0,3.17,10.22,17.27,22200.0,1.423602,69.45,5.1681358375,C0108R72
0,0_0,1980-04-13,0.0,3.47,10.07,16.67,21900.0,1.79397,70.65,5.04696711308,C0108R72
0,0_0,1980-04-14,0.0,4.47,10.67,16.87,21300.0,1.944432,71.85,4.98579826645,C0108R72
0,0_0,1980-04-15,0.2,6.97,10.07,13.17,10500.0,1.944432,81.25,2.5148184657,C0108R72
0,0_0,1980-04-16,1.6,7.67,10.32,12.97,11400.0,1.944432,85.1,2.62243278686,C0108R72
0,0_0,1980-04-17,0.6,8.87,12.32,15.77,15100.0,1.122678,81.35,3.64513285538,C0108R72
0,0_0,1980-04-18,0.1,7.97,12.77,17.57,19900.0,1.423602,76.65,4.84599238103,C0108R72
0,0_0,1980-04-19,0.5,8.27,12.17,16.07,15500.0,1.342584,79.9,3.76383498102,C0108R72
0,0_0,1980-04-20,2.4,5.07,9.72,14.37,15600.0,2.916648,76.75,3.64369697927,C0108R72
0,0_0,1980-04-21,0.0,3.87,8.87,13.87,20200.0,2.013876,57.7,4.34582434273,C0108R72
0,0_0,1980-04-22,0.0,3.77,9.47,15.17,23400.0,2.615724,48.3,5.0462535517,C0108R72
0,0_0,1980-04-23,0.0,3.77,9.42,15.07,21500.0,2.3148,51.7,4.73311364137,C0108R72
0,0_0,1980-04-24,0.0,5.77,10.82,15.87,20100.0,2.916648,63.45,4.6048173416,C0108R72
0,0_0,1980-04-25,0.0,5.77,10.77,15.77,20200.0,1.874988,74.55,4.63436712944,C0108R72
0,0_0,1980-04-26,10.1,5.07,10.42,15.77,20600.0,1.27314,74.45,4.72040862891,C0108R72
0,0_0,1980-04-27,0.0,6.07,10.67,15.27,19400.0,1.122678,77.1,4.45027107201,C0108R72
0,0_0,1980-04-28,0.0,5.27,10.72,16.17,22500.0,1.27314,74.2,5.1470942659,C0108R72
0,0_0,1980-04-29,0.0,4.87,11.52,18.17,24300.0,1.423602,70.7,5.75038284948,C0108R72
0,0_0,1980-04-30,0.0,6.37,11.37,16.37,20200.0,3.888864,68.55,4.68009528318,C0108R72
0,0_0,1980-05-01,0.0,10.87,13.62,16.37,13600.0,3.06711,65.4,3.33972799829,C0108R72
0,0_0,1980-05-02,0.0,10.07,14.62,19.17,22700.0,1.874988,74.6,5.63828080726,C0108R72
0,0_0,1980-05-03,0.0,7.27,13.17,19.07,22700.0,1.192122,73.1,5.61308257812,C0108R72
0,0_0,1980-05-04,24.6,9.67,12.02,14.37,11400.0,1.944432,86.7,2.71315833401,C0108R72
0,0_0,1980-05-05,0.0,10.47,13.17,15.87,18500.0,1.724526,85.15,4.29229535421,C0108R72
0,0_0,1980-05-06,0.0,10.37,13.72,17.07,17500.0,0.972216,82.35,4.30754037996,C0108R72
0,0_0,1980-05-07,0.0,10.97,14.62,18.27,19900.0,1.493046,81.2,4.93880070631,C0108R72
0,0_0,1980-05-08,12.4,10.67,14.77,18.87,19300.0,1.944432,79.45,4.88170789991,C0108R72
0,0_0,1980-05-09,2.6,9.47,14.27,19.07,23200.0,1.874988,76.85,5.72576336358,C0108R72
0,0_0,1980-05-10,6.2,9.77,15.12,20.47,22500.0,0.902772,72.1,5.8031383177,C0108R72
0,0_0,1980-05-11,0.0,11.27,15.62,19.97,22400.0,1.423602,73.3,5.72492859816,C0108R72
0,0_0,1980-05-12,0.0,10.37,16.52,22.67,26300.0,1.874988,66.45,6.97546120997,C0108R72
0,0_0,1980-05-13,2.8,9.67,15.27,20.87,21000.0,1.122678,74.35,5.51016453454,C0108R72
0,0_0,1980-05-14,0.2,10.77,13.77,16.77,15500.0,2.395818,83.85,3.7796766433,C0108R72
0,0_0,1980-05-15,0.3,9.07,11.02,12.97,12200.0,3.368034,81.85,2.62851477177,C0108R72
0,0_0,1980-05-16,0.0,8.07,10.42,12.77,14200.0,1.79397,75.7,3.09594765492,C0108R72
0,0_0,1980-05-17,0.0,7.97,11.27,14.57,17000.0,0.972216,78.9,3.92192568618,C0108R72
0,0_0,1980-05-18,0.1,8.67,12.87,17.07,19500.0,0.601848,75.6,4.74728310364,C0108R72
0,0_0,1980-05-19,9.6,7.47,13.17,18.87,23100.0,1.423602,73.75,5.67326502509,C0108R72
0,0_0,1980-05-20,0.1,8.47,14.27,20.07,22800.0,1.79397,72.85,5.79849118465,C0108R72
0,0_0,1980-05-21,0.0,7.97,13.47,18.97,24800.0,1.04166,74.4,6.08061277281,C0108R72
0,0_0,1980-05-22,63.4,8.47,13.37,18.27,23100.0,0.671292,76.4,5.66980793691,C0108R72
0,0_0,1980-05-23,0.2,10.37,12.52,14.67,13200.0,3.368034,86.1,2.9889181267,C0108R72
0,0_0,1980-05-24,0.0,9.77,14.47,19.17,25100.0,1.342584,77.2,6.19267264437,C0108R72
0,0_0,1980-05-25,0.0,9.17,14.42,19.67,22900.0,0.972216,75.35,5.7847788937,C0108R72
0,0_0,1980-05-26,1.2,9.67,14.72,19.77,23300.0,1.27314,76.05,5.88617081782,C0108R72
0,0_0,1980-05-27,2.1,11.87,14.82,17.77,17000.0,1.342584,84.2,4.24735099412,C0108R72
0,0_0,1980-05-28,7.0,11.17,14.22,17.27,20900.0,1.27314,83.7,5.04648467244,C0108R72
0,0_0,1980-05-29,12.0,9.67,14.07,18.47,22000.0,3.969882,78.25,5.26681961299,C0108R72
0,0_0,1980-05-30,20.8,8.07,12.17,16.27,18700.0,1.574064,79.15,4.4284572863,C0108R72
0,0_0,1980-05-31,0.0,7.77,13.72,19.67,26900.0,1.724526,73.05,6.56634368141,C0108R72
0,0_0,1980-06-01,0.0,9.97,15.42,20.87,24500.0,2.013876,74.85,6.28434570632,C0108R72
0,0_0,1980-06-02,0.0,10.07,16.07,22.07,29500.0,2.395818,63.5,7.51391737547,C0108R72
0,0_0,1980-06-03,0.0,10.67,17.02,23.37,28000.0,2.395818,65.85,7.46372046717,C0108R72
0,0_0,1980-06-04,0.0,10.47,15.97,21.47,24600.0,1.122678,74.75,6.42616623587,C0108R72
0,0_0,1980-06-05,0.0,10.37,16.27,22.17,25400.0,1.04166,73.55,6.70025864094,C0108R72
0,0_0,1980-06-06,0.0,11.37,16.82,22.27,25000.0,0.601848,75.05,6.65660420593,C0108R72
0,0_0,1980-06-07,45.6,13.17,17.22,21.27,19300.0,0.52083,79.95,5.19227379189,C0108R72
0,0_0,1980-06-08,85.3,14.27,16.32,18.37,13400.0,0.972216,88.5,3.48008266032,C0108R72
0,0_0,1980-06-09,31.2,14.07,15.47,16.87,10300.0,1.342584,91.8,2.60020321525,C0108R72
0,0_0,1980-06-10,3.0,13.67,16.17,18.67,14700.0,1.643508,86.35,3.79649768922,C0108R72
0,0_0,1980-06-11,0.0,11.17,15.52,19.87,21700.0,1.192122,78.6,5.56784353999,C0108R72
0,0_0,1980-06-12,0.0,11.57,17.37,23.17,26300.0,1.342584,74.0,7.07597243416,C0108R72
0,0_0,1980-06-13,0.0,14.37,20.02,25.67,26100.0,1.944432,74.85,7.45775993703,C0108R72
0,0_0,1980-06-14,0.4,15.57,22.12,28.67,28600.0,2.54628,72.5,8.64244844852,C0108R72
0,0_0,1980-06-15,0.0,15.17,19.22,23.27,23900.0,3.217572,80.2,6.44650804108,C0108R72
0,0_0,1980-06-16,0.0,13.47,18.52,23.57,25100.0,1.423602,76.55,6.87852214291,C0108R72
0,0_0,1980-06-17,0.6,13.27,17.92,22.57,22500.0,1.944432,77.85,6.11613114704,C0108R72
0,0_0,1980-06-18,0.0,14.07,18.72,23.37,26900.0,1.944432,77.95,7.23784294936,C0108R72
0,0_0,1980-06-19,0.0,13.07,18.52,23.97,26400.0,1.192122,75.25,7.24674350238,C0108R72
0,0_0,1980-06-20,0.0,13.97,19.27,24.57,25900.0,1.423602,75.85,7.22290558344,C0108R72
0,0_0,1980-06-21,0.0,14.57,19.37,24.17,24000.0,1.79397,77.5,6.70678643995,C0108R72
0,0_0,1980-06-22,0.0,13.77,18.62,23.47,24600.0,1.493046,74.7,6.74513389875,C0108R72
0,0_0,1980-06-23,13.4,12.87,17.22,21.57,19200.0,1.724526,78.85,5.22559666909,C0108R72
0,0_0,1980-06-24,0.0,11.97,16.62,21.27,24900.0,2.395818,77.7,6.40486761381,C0108R72
0,0_0,1980-06-25,0.0,12.57,16.82,21.07,19300.0,2.3148,79.15,5.18790713864,C0108R72
0,0_0,1980-06-26,4.8,12.57,17.17,21.77,22300.0,2.615724,77.95,5.93947414441,C0108R72
0,0_0,1980-06-27,0.0,12.07,17.17,22.27,25700.0,2.916648,75.7,6.73883180894,C0108R72
0,0_0,1980-06-28,0.0,10.97,16.62,22.27,26200.0,2.164338,72.0,6.88323360647,C0108R72
0,0_0,1980-06-29,0.0,11.77,17.72,23.67,25700.0,2.3148,73.6,7.03170865596,C0108R72
0,0_0,1980-06-30,0.0,14.47,19.12,23.77,26100.0,1.79397,78.0,7.13186867695,C0108R72
0,0_0,1980-07-01,0.0,14.27,18.62,22.97,22000.0,3.136554,78.7,6.04256467483,C0108R72
0,0_0,1980-07-02,0.0,14.37,18.87,23.37,26300.0,3.217572,74.2,7.00657187318,C0108R72
0,0_0,1980-07-03,0.0,12.67,18.12,23.57,26800.0,2.245356,72.95,7.24544743468,C0108R72
0,0_0,1980-07-04,0.0,13.47,19.07,24.67,26600.0,1.874988,73.35,7.40207335002,C0108R72
0,0_0,1980-07-05,0.3,14.07,18.92,23.77,23600.0,1.04166,77.3,6.55052966079,C0108R72
0,0_0,1980-07-06,0.2,14.47,18.92,23.37,21400.0,0.972216,78.7,5.95757524948,C0108R72
0,0_0,1980-07-07,0.1,15.37,20.02,24.67,22800.0,0.671292,78.1,6.46452549543,C0108R72
0,0_0,1980-07-08,0.4,15.47,19.32,23.17,18600.0,1.574064,80.95,5.25672134297,C0108R72
0,0_0,1980-07-09,0.8,15.37,18.87,22.37,17100.0,3.969882,82.3,4.84758277053,C0108R72
0,0_0,1980-07-10,0.0,13.37,18.07,22.77,25400.0,2.916648,77.7,6.74499246785,C0108R72
0,0_0,1980-07-11,0.1,12.07,17.67,23.27,26800.0,1.944432,74.65,7.20035122773,C0108R72
0,0_0,1980-07-12,0.0,13.57,18.62,23.67,25000.0,1.79397,76.55,6.86432925192,C0108R72
0,0_0,1980-07-13,0.2,12.87,18.72,24.57,26900.0,1.27314,74.05,7.44751992091,C0108R72
0,0_0,1980-07-14,0.6,12.27,17.82,23.37,24100.0,1.342584,74.85,6.59984959427,C0108R72
0,0_0,1980-07-15,0.1,14.37,19.42,24.47,23200.0,1.192122,76.7,6.54645186085,C0108R72
0,0_0,1980-07-16,0.5,15.87,20.02,24.17,21200.0,0.972216,79.9,6.00939738882,C0108R72
0,0_0,1980-07-17,0.0,15.87,21.12,26.37,22400.0,1.643508,76.25,6.64503055321,C0108R72
0,0_0,1980-07-18,0.0,14.87,19.72,24.57,25500.0,1.724526,77.4,7.12510616276,C0108R72
0,0_0,1980-07-19,0.0,14.77,20.02,25.27,25800.0,1.643508,76.1,7.31130321881,C0108R72
0,0_0,1980-07-20,0.5,14.47,19.17,23.87,22900.0,2.465262,77.85,6.40864595351,C0108R72
0,0_0,1980-07-21,0.0,15.17,20.02,24.87,26500.0,3.518496,61.1,7.35312966424,C0108R72
0,0_0,1980-07-22,0.0,12.27,18.82,25.37,27200.0,2.013876,68.65,7.66224743487,C0108R72
0,0_0,1980-07-23,0.0,12.37,18.72,25.07,25400.0,1.122678,72.6,7.13029902279,C0108R72
0,0_0,1980-07-24,0.0,14.17,19.82,25.47,25700.0,0.75231,74.8,7.27870210701,C0108R72
0,0_0,1980-07-25,0.0,16.07,22.57,29.07,25600.0,0.821754,72.7,7.70828219467,C0108R72
0,0_0,1980-07-26,0.0,16.67,21.67,26.67,23600.0,1.643508,77.15,6.97884213217,C0108R72
0,0_0,1980-07-27,0.0,16.27,21.37,26.47,22300.0,1.04166,76.75,6.56754499658,C0108R72
0,0_0,1980-07-28,0.0,16.57,21.27,25.97,21800.0,0.902772,78.1,6.36834909154,C0108R72
0,0_0,1980-07-29,0.0,15.47,21.07,26.67,24200.0,0.972216,75.15,7.07167429823,C0108R72
0,0_0,1980-07-30,0.0,15.77,20.92,26.07,23900.0,0.601848,76.55,6.9013853087,C0108R72
0,0_0,1980-07-31,0.0,17.07,21.92,26.77,22700.0,0.821754,77.65,6.69376955974,C0108R72
0,0_0,1980-08-01,0.0,18.07,24.17,30.27,24800.0,0.601848,74.05,7.60975951588,C0108R72
0,0_0,1980-08-02,0.0,19.07,25.82,32.57,23600.0,0.902772,68.5,7.59936701363,C0108R72
0,0_0,1980-08-03,0.0,20.17,26.07,31.97,22400.0,1.493046,68.95,7.3665327065,C0108R72
0,0_0,1980-08-04,0.0,20.37,26.27,32.17,25600.0,1.944432,67.05,8.3643360204,C0108R72
0,0_0,1980-08-05,0.0,18.87,24.22,29.57,21900.0,1.122678,76.35,6.84499957937,C0108R72
0,0_0,1980-08-06,0.0,19.67,24.47,29.27,22200.0,1.04166,78.15,6.87574785376,C0108R72
0,0_0,1980-08-07,0.0,19.47,24.37,29.27,21400.0,1.574064,77.8,6.74264571805,C0108R72
0,0_0,1980-08-08,6.6,17.87,22.22,26.57,18800.0,2.3148,79.45,5.80707267125,C0108R72
0,0_0,1980-08-09,0.0,16.07,21.87,27.67,24400.0,1.122678,74.65,7.27247887398,C0108R72
0,0_0,1980-08-10,0.0,16.97,21.97,26.97,21600.0,1.122678,77.15,6.4554313334,C0108R72
0,0_0,1980-08-11,0.0,17.77,22.82,27.87,23600.0,1.643508,77.1,7.1488066006,C0108R72
0,0_0,1980-08-12,0.0,18.87,22.47,26.07,17300.0,0.902772,82.3,5.17612250107,C0108R72
0,0_0,1980-08-13,0.0,17.17,22.02,26.87,22600.0,1.342584,77.7,6.72581392971,C0108R72
0,0_0,1980-08-14,0.0,16.57,22.52,28.47,23800.0,0.972216,72.4,7.1915076876,C0108R72
0,0_0,1980-08-15,44.0,17.37,22.62,27.87,20900.0,0.75231,76.45,6.30846521682,C0108R72
0,0_0,1980-08-16,15.6,16.27,18.92,21.57,12800.0,2.164338,85.9,3.65877851482,C0108R72
0,0_0,1980-08-17,0.0,17.07,21.67,26.27,20800.0,1.122678,77.95,6.16134444397,C0108R72
0,0_0,1980-08-18,0.0,16.87,22.47,28.07,21300.0,1.342584,75.3,6.55108785711,C0108R72
0,0_0,1980-08-19,0.0,16.97,22.12,27.27,19700.0,0.972216,76.7,5.96199016357,C0108R72
0,0_0,1980-08-20,0.0,17.37,22.62,27.87,20700.0,0.972216,76.45,6.29592232785,C0108R72
0,0_0,1980-08-21,0.0,17.97,22.17,26.37,19200.0,1.04166,80.0,5.73828725088,C0108R72
0,0_0,1980-08-22,0.0,17.17,22.52,27.87,20400.0,1.192122,76.1,6.25855324841,C0108R72
0,0_0,1980-08-23,0.0,16.87,21.67,26.47,18800.0,1.79397,77.8,5.76786924454,C0108R72
0,0_0,1980-08-24,0.0,15.87,20.77,25.67,20500.0,3.136554,68.4,6.21573138564,C0108R72
0,0_0,1980-08-25,0.0,13.67,19.32,24.97,20200.0,0.972216,70.85,5.82438319671,C0108R72
0,0_0,1980-08-26,0.0,13.87,19.77,25.67,19300.0,1.04166,74.05,5.68785323653,C0108R72
0,0_0,1980-08-27,38.0,14.17,18.77,23.37,15100.0,2.696742,78.15,4.6560889598,C0108R72
0,0_0,1980-08-28,1.6,17.27,20.32,23.37,15400.0,2.245356,83.9,4.48002403498,C0108R72
0,0_0,1980-08-29,0.0,16.77,21.17,25.57,17900.0,1.122678,79.15,5.32733511127,C0108R72
0,0_0,1980-08-30,0.0,17.27,21.52,25.77,18300.0,1.04166,79.7,5.43900471684,C0108R72
0,0_0,1980-08-31,0.0,17.07,21.22,25.37,17300.0,1.643508,80.05,5.20975192394,C0108R72
0,0_0,1980-09-01,0.0,15.67,21.27,26.87,21800.0,2.3148,67.7,6.66904911029,C0108R72
0,0_0,1980-09-02,0.0,14.67,20.02,25.37,22000.0,2.986092,59.5,6.53064184011,C0108R72
0,0_0,1980-09-03,0.0,13.27,18.62,23.97,20000.0,1.423602,71.15,5.71903592725,C0108R72
0,0_0,1980-09-04,0.0,12.87,18.47,24.07,19700.0,1.192122,74.8,5.62755381515,C0108R72
